Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
8597,NexGen Systems,Influencer,Women 25-34,30 days,Website,3.536196412,9828,66.97,New York,German,3282,98286,6,Outdoor Adventurers,26-05-2023
8598,Alpha Innovations,Display,All Ages,30 days,YouTube,4.596923691,8060,99.75,Houston,English,3220,81538,5,Fashionistas,26-05-2023
8599,Alpha Innovations,Influencer,Women 35-44,30 days,Facebook,4.516196412,7983,5.91,Miami,Mandarin,1691,39156,5,Fashionistas,26-05-2023
8600,Data Tech Solutions,Influencer,All Ages,60 days,Instagram,3.616196412,8821,93.29,Seattle,French,3410,99731,6,Tech Enthusiasts,26-05-2023
8601,Innovate Industries,Social Media,Men 25-34,30 days,Google Ads,5.349456493,5477,316.83,Miami,English,4566,95533,6,Health & Wellness,26-05-2023
8602,Alpha Innovations,Display,Men 18-24,15 days,Google Ads,5.076196412,4116,353.23,Los Angeles,Spanish,3731,76466,6,Fashionistas,26-05-2023
8603,Data Tech Solutions,Search,Men 18-24,45 days,Google Ads,4.026196412,9268,24.3,New York,Mandarin,2304,60170,6,Outdoor Adventurers,26-05-2023
8604,NexGen Systems,Search,Men 25-34,15 days,YouTube,3.956196412,4287,155.31,New York,German,2189,58231,5,Foodies,26-05-2023
8605,Alpha Innovations,Social Media,All Ages,30 days,Google Ads,4.546196412,5466,24.22,Chicago,Spanish,1358,31240,5,Foodies,26-05-2023
8606,NexGen Systems,Social Media,Women 25-34,30 days,Google Ads,4.976196412,1267,780.82,"Washington, D.C.",Spanish,2232,46706,5,Outdoor Adventurers,26-05-2023
8607,NexGen Systems,Social Media,Women 35-44,15 days,Facebook,4.926196412,9857,75.56,Miami,Spanish,3461,73192,5,Outdoor Adventurers,26-05-2023
8608,NexGen Systems,Search,Men 25-34,15 days,Facebook,5.145645924,7521,-45.62,"Washington, D.C.",English,818,16571,5,Health & Wellness,26-05-2023
8609,NexGen Systems,Influencer,Men 25-34,45 days,YouTube,4.316196412,5720,122.38,San Francisco,German,2544,61768,5,Foodies,26-05-2023
8610,TechCorp,Display,Men 25-34,30 days,YouTube,4.976196412,2039,510.1,Dallas,French,2488,52053,5,Fashionistas,26-05-2023
8611,Alpha Innovations,Influencer,Women 35-44,30 days,Instagram,5.061902414,3165,127.17,New York,English,1438,39731,5,Tech Enthusiasts,26-05-2023
8612,Alpha Innovations,Influencer,Men 25-34,30 days,YouTube,4.80730343,9311,-26.06,Dallas,English,1377,39132,5,Fashionistas,26-05-2023
8613,Innovate Industries,Influencer,Men 25-34,30 days,Facebook,4.126196412,1249,199.44,Dallas,German,748,19056,6,Fashionistas,26-05-2023
8614,TechCorp,Search,Men 25-34,60 days,Website,4.696196412,7571,52.89,Seattle,Spanish,2315,51447,6,Tech Enthusiasts,26-05-2023
8615,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,5.750899257,1307,461.97,New York,English,1469,34338,5,Health & Wellness,26-05-2023
8616,Alpha Innovations,Influencer,Men 18-24,15 days,Facebook,5.786196412,9850,128.38,San Francisco,Mandarin,4499,80489,5,Health & Wellness,26-05-2023
8617,Data Tech Solutions,Influencer,Women 25-34,45 days,Facebook,5.696196412,1345,204.09,San Francisco,Spanish,818,14888,6,Tech Enthusiasts,26-05-2023
8618,Alpha Innovations,Email,Men 25-34,45 days,Website,5.295129763,5036,62.83,Atlanta,English,1640,34032,6,Tech Enthusiasts,26-05-2023
8619,Alpha Innovations,Email,Women 35-44,45 days,Website,3.946196412,6642,109.58,Chicago,Mandarin,2784,74248,6,Tech Enthusiasts,26-05-2023
8620,Alpha Innovations,Social Media,Women 35-44,30 days,Instagram,5.533514341,8958,-61.82,Los Angeles,English,684,13911,6,Fashionistas,26-05-2023
8621,NexGen Systems,Display,Men 18-24,15 days,Email,5.236196412,8965,169.27,New York,German,4828,95797,6,Health & Wellness,26-05-2023
8622,Data Tech Solutions,Social Media,Women 25-34,15 days,Google Ads,4.881886981,4834,408.79,Miami,English,4919,82827,6,Outdoor Adventurers,26-05-2023
8623,Data Tech Solutions,Display,Women 25-34,30 days,Email,3.226196412,2506,303.83,San Francisco,French,2024,66819,5,Tech Enthusiasts,26-05-2023
8624,TechCorp,Search,Women 25-34,60 days,Instagram,3.336196412,4930,137.22,Seattle,Spanish,2339,74522,6,Outdoor Adventurers,26-05-2023
8625,TechCorp,Social Media,Men 25-34,15 days,Instagram,5.366196412,7581,-5.22,Los Angeles,German,1437,27813,6,Foodies,26-05-2023
8626,Data Tech Solutions,Search,Men 25-34,60 days,Email,5.056987634,2019,740.52,Houston,English,3394,68853,6,Fashionistas,26-05-2023
8627,Alpha Innovations,Social Media,Men 18-24,60 days,Email,3.946196412,9454,22.86,Los Angeles,Spanish,2323,61959,6,Health & Wellness,26-05-2023
8628,NexGen Systems,Influencer,Men 25-34,30 days,Website,5.646196412,2151,237.28,Chicago,French,1451,26636,5,Foodies,26-05-2023
8629,Data Tech Solutions,Search,Women 25-34,30 days,Google Ads,4.010417705,8374,-84.06,Dallas,Spanish,267,7327,5,Outdoor Adventurers,27-05-2023
8630,NexGen Systems,Email,Men 18-24,15 days,Instagram,3.890417705,6177,154.82,Miami,Mandarin,3148,89188,5,Foodies,27-05-2023
8631,Data Tech Solutions,Social Media,All Ages,30 days,Email,4.200417705,7776,112.45,San Francisco,French,3304,86053,6,Outdoor Adventurers,27-05-2023
8632,TechCorp,Email,All Ages,15 days,Email,3.300417705,1707,609.72,Los Angeles,French,2423,82422,5,Fashionistas,27-05-2023
8633,Data Tech Solutions,Social Media,Women 25-34,45 days,YouTube,2.440417705,4569,-39.59,Dallas,Spanish,552,26571,5,Tech Enthusiasts,27-05-2023
8634,TechCorp,Influencer,Men 25-34,30 days,Website,2.410417705,3398,-2.59,Atlanta,German,662,32323,5,Health & Wellness,27-05-2023
8635,TechCorp,Influencer,Men 25-34,30 days,YouTube,5.546344153,3096,269.02,New York,English,2285,46633,6,Health & Wellness,27-05-2023
8636,TechCorp,Email,Women 25-34,45 days,Email,4.72238126,8279,-65.64,San Francisco,English,569,16754,5,Tech Enthusiasts,27-05-2023
8637,Data Tech Solutions,Search,Women 25-34,30 days,Email,2.900417705,8133,26.09,Houston,French,2051,80763,6,Outdoor Adventurers,27-05-2023
8638,Data Tech Solutions,Influencer,All Ages,15 days,Facebook,4.697823617,4742,62.48,Atlanta,English,1541,49710,5,Foodies,27-05-2023
8639,NexGen Systems,Display,Men 18-24,15 days,Facebook,3.090417705,6990,32.05,Dallas,German,1846,67643,6,Foodies,27-05-2023
8640,TechCorp,Email,Men 25-34,60 days,Email,6.170417705,7032,71.64,Seattle,German,2414,41564,6,Outdoor Adventurers,27-05-2023
8641,Alpha Innovations,Search,Men 18-24,15 days,Website,5.547750748,4549,-94.39,"Washington, D.C.",English,51,1402,6,Fashionistas,27-05-2023
8642,TechCorp,Search,Women 25-34,30 days,Facebook,3.530417705,2815,225.4,Houston,Spanish,1832,57809,5,Foodies,27-05-2023
8643,Innovate Industries,Search,Women 35-44,30 days,Facebook,4.450417705,7518,170.28,San Francisco,German,4064,99372,5,Outdoor Adventurers,27-05-2023
8644,Data Tech Solutions,Email,Women 25-34,30 days,Website,6.120417705,9108,124.97,Seattle,German,4098,71146,5,Tech Enthusiasts,27-05-2023
8645,Data Tech Solutions,Search,Women 25-34,15 days,YouTube,3.670417705,4867,164.54,New York,French,2575,77812,5,Foodies,27-05-2023
8646,Innovate Industries,Social Media,Women 25-34,30 days,Website,3.980417705,1169,220.79,Chicago,Spanish,750,20719,6,Foodies,27-05-2023
8647,Data Tech Solutions,Search,Men 25-34,30 days,Website,5.530417705,2115,976.36,New York,French,4553,88079,6,Outdoor Adventurers,27-05-2023
8648,TechCorp,Social Media,Women 35-44,30 days,Website,5.730417705,4373,-70.27,Chicago,Spanish,260,4857,6,Foodies,27-05-2023
8649,TechCorp,Display,Men 25-34,60 days,Facebook,4.540417705,2249,75.86,Chicago,German,791,18938,5,Tech Enthusiasts,27-05-2023
8650,Alpha Innovations,Display,Men 25-34,15 days,Email,4.867567121,8332,58.73,Seattle,English,2645,65006,5,Foodies,27-05-2023
8651,Innovate Industries,Social Media,Men 25-34,15 days,Website,7.040417705,8038,169.47,Chicago,German,4332,64863,6,Health & Wellness,27-05-2023
8652,Alpha Innovations,Display,Men 18-24,15 days,Email,6.950417705,3491,191.46,Los Angeles,Spanish,2035,30882,6,Fashionistas,27-05-2023
8653,Data Tech Solutions,Search,Women 25-34,45 days,Google Ads,5.110417705,7279,191.8,"Washington, D.C.",Mandarin,4248,89447,6,Tech Enthusiasts,27-05-2023
8654,TechCorp,Display,Women 35-44,45 days,Website,6.750417705,5909,-69.28,Chicago,Spanish,363,5690,6,Tech Enthusiasts,27-05-2023
8655,Innovate Industries,Search,Men 25-34,15 days,YouTube,4.237619752,6152,-93.66,Los Angeles,English,78,1763,6,Foodies,27-05-2023
8656,TechCorp,Search,All Ages,15 days,Facebook,4.705326678,1833,374.36,"Washington, D.C.",English,1739,46523,6,Health & Wellness,27-05-2023
8657,TechCorp,Email,Men 25-34,45 days,Website,3.730417705,8119,55.38,Chicago,Spanish,2523,74875,5,Outdoor Adventurers,27-05-2023
8658,NexGen Systems,Search,Women 25-34,30 days,Facebook,4.815962446,5518,204.55,Miami,English,3361,79290,5,Outdoor Adventurers,27-05-2023
8659,Innovate Industries,Search,Men 18-24,60 days,Instagram,4.420417705,4352,109.1,Chicago,French,1820,44852,6,Health & Wellness,27-05-2023
8660,Alpha Innovations,Search,Women 35-44,15 days,Google Ads,4.340417705,6508,-88.01,"Washington, D.C.",Spanish,156,3924,5,Foodies,27-05-2023
8661,Data Tech Solutions,Influencer,All Ages,15 days,Website,4.750803562,5349,94.15,Los Angeles,English,2077,47431,6,Health & Wellness,27-05-2023
8662,Data Tech Solutions,Email,Men 25-34,30 days,Facebook,5.160417705,5601,106.48,Seattle,Spanish,2313,48204,6,Health & Wellness,27-05-2023
8663,Alpha Innovations,Search,Women 25-34,30 days,Website,3.680417705,5840,-43.07,Atlanta,German,665,20045,5,Tech Enthusiasts,27-05-2023
8664,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,5.158385414,5499,44.39,Miami,English,1588,36096,5,Fashionistas,27-05-2023
8665,NexGen Systems,Social Media,All Ages,45 days,Instagram,4.720417705,8188,-67.88,Los Angeles,Spanish,526,12073,5,Health & Wellness,27-05-2023
8666,Innovate Industries,Display,Women 35-44,45 days,YouTube,6.300417705,9446,87.96,New York,Spanish,3551,59784,6,Health & Wellness,27-05-2023
8667,TechCorp,Social Media,Men 25-34,30 days,Facebook,4.143023551,4660,200.64,Miami,English,2802,65642,6,Health & Wellness,27-05-2023
8668,Innovate Industries,Influencer,Men 18-24,45 days,Email,5.40240047,7426,128.12,Seattle,English,3388,70014,5,Tech Enthusiasts,27-05-2023
8669,Innovate Industries,Email,Women 25-34,30 days,YouTube,4.590241296,6733,130.8,New York,English,3108,74538,6,Outdoor Adventurers,27-05-2023
8670,Innovate Industries,Search,Women 35-44,15 days,YouTube,4.690417705,7309,112.61,Los Angeles,Spanish,3108,71785,5,Tech Enthusiasts,27-05-2023
8671,NexGen Systems,Email,Women 35-44,30 days,YouTube,6.070417705,6474,262.99,Houston,French,4700,82327,5,Foodies,27-05-2023
8672,Alpha Innovations,Influencer,Women 35-44,15 days,Google Ads,6.220417705,8179,95.01,New York,Spanish,3190,54453,6,Fashionistas,27-05-2023
8673,Alpha Innovations,Email,All Ages,45 days,Facebook,2.791483353,3292,243.71,New York,Mandarin,2263,90921,6,Foodies,28-05-2023
8674,TechCorp,Email,Men 25-34,30 days,Website,3.461483353,3646,64.56,Chicago,German,1200,38004,6,Fashionistas,28-05-2023
8675,Innovate Industries,Display,Women 25-34,30 days,Instagram,5.928478751,8409,-82.34,New York,English,297,13069,5,Foodies,28-05-2023
8676,Innovate Industries,Search,Women 25-34,30 days,Facebook,2.461483353,7709,-42.4,Atlanta,German,888,41135,5,Health & Wellness,28-05-2023
8677,NexGen Systems,Email,All Ages,30 days,Google Ads,4.701483353,8470,154.43,San Francisco,Spanish,4310,97974,6,Tech Enthusiasts,28-05-2023
8678,Alpha Innovations,Search,Women 25-34,15 days,Facebook,5.301483353,1250,1626.8,Dallas,German,4317,86353,6,Tech Enthusiasts,28-05-2023
8679,Innovate Industries,Display,Men 25-34,60 days,Google Ads,4.256580876,5338,-28.34,Chicago,English,765,17433,6,Health & Wellness,28-05-2023
8680,Innovate Industries,Search,Women 25-34,45 days,Google Ads,4.751483353,9697,-40.39,Houston,Spanish,1156,25990,6,Foodies,28-05-2023
8681,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,5.801483353,9245,134.83,New York,German,4342,78962,5,Foodies,28-05-2023
8682,NexGen Systems,Search,Men 25-34,30 days,Instagram,4.191483353,1035,1774.4,"Washington, D.C.",Mandarin,3880,99761,5,Tech Enthusiasts,28-05-2023
8683,NexGen Systems,Influencer,All Ages,45 days,Instagram,5.301483353,2638,-85.22,Los Angeles,Mandarin,78,1579,5,Outdoor Adventurers,28-05-2023
8684,TechCorp,Display,Women 25-34,45 days,Instagram,4.281483353,9495,-59.98,Seattle,French,760,19118,6,Health & Wellness,28-05-2023
8685,Innovate Industries,Email,Women 25-34,15 days,Website,4.971483353,9900,-82.78,Los Angeles,Spanish,341,7317,6,Outdoor Adventurers,28-05-2023
8686,Data Tech Solutions,Influencer,Women 25-34,30 days,Facebook,5.261483353,3527,319.05,Seattle,German,2956,59604,5,Foodies,28-05-2023
8687,Innovate Industries,Display,Women 25-34,15 days,Google Ads,5.171483353,7251,155,San Francisco,Mandarin,3698,75949,6,Outdoor Adventurers,28-05-2023
8688,Data Tech Solutions,Influencer,Women 25-34,15 days,Facebook,4.923690645,2903,207.44,Miami,English,1785,32465,5,Fashionistas,28-05-2023
8689,Alpha Innovations,Search,All Ages,45 days,Email,5.801483353,7109,31.17,San Francisco,German,1865,33914,6,Foodies,28-05-2023
8690,NexGen Systems,Social Media,All Ages,45 days,YouTube,5.704067167,5474,396.89,Houston,English,5440,88321,6,Tech Enthusiasts,28-05-2023
8691,TechCorp,Email,Women 35-44,30 days,Instagram,4.277458316,6442,44.13,Atlanta,English,1857,38851,6,Fashionistas,28-05-2023
8692,NexGen Systems,Display,Women 25-34,15 days,Instagram,4.597754298,3889,406.04,Los Angeles,English,3936,85577,6,Fashionistas,28-05-2023
8693,NexGen Systems,Influencer,Men 25-34,30 days,Instagram,4.171483353,9621,25.35,Chicago,German,2412,62347,6,Tech Enthusiasts,28-05-2023
8694,TechCorp,Email,Men 25-34,30 days,Google Ads,4.741483353,6491,28.02,San Francisco,Spanish,1662,37445,6,Foodies,28-05-2023
8695,NexGen Systems,Social Media,Women 25-34,15 days,Email,5.131483353,4436,349.73,San Francisco,German,3990,82609,6,Tech Enthusiasts,28-05-2023
8696,Innovate Industries,Social Media,Women 35-44,30 days,Google Ads,4.771483353,3923,5.66,Seattle,German,829,18567,6,Fashionistas,28-05-2023
8697,Data Tech Solutions,Social Media,Women 25-34,45 days,Instagram,4.401483353,5863,175.63,"Washington, D.C.",Spanish,3232,78834,5,Fashionistas,28-05-2023
8698,Innovate Industries,Social Media,Women 25-34,45 days,Website,4.451483353,9488,110.85,Miami,French,4001,96417,6,Tech Enthusiasts,28-05-2023
8699,TechCorp,Social Media,Women 25-34,30 days,Google Ads,3.891483353,3999,1.15,Los Angeles,Spanish,809,22552,6,Outdoor Adventurers,28-05-2023
8700,Innovate Industries,Influencer,Women 35-44,30 days,Facebook,4.791483353,7675,-90.42,Atlanta,German,147,3285,6,Health & Wellness,28-05-2023
8701,Innovate Industries,Search,Women 25-34,15 days,Instagram,4.851483353,4364,-6.74,New York,Spanish,814,17896,5,Fashionistas,28-05-2023
8702,NexGen Systems,Search,All Ages,15 days,Instagram,3.631483353,4795,43.69,San Francisco,German,1378,41385,6,Tech Enthusiasts,28-05-2023
8703,TechCorp,Social Media,Women 35-44,45 days,Website,4.231483353,8388,86.93,San Francisco,Spanish,3136,79819,6,Foodies,28-05-2023
8704,TechCorp,Display,Women 25-34,30 days,Website,3.661483353,4236,-56.8,San Francisco,Spanish,366,10919,6,Tech Enthusiasts,28-05-2023
8705,Innovate Industries,Display,Women 25-34,30 days,Instagram,4.891483353,4263,-5.82,Los Angeles,French,803,17498,6,Outdoor Adventurers,28-05-2023
8706,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,4.126156166,8579,0.89,"Washington, D.C.",English,1731,50917,6,Health & Wellness,28-05-2023
8707,NexGen Systems,Search,Men 25-34,30 days,Instagram,3.811483353,7003,65.07,New York,Spanish,2312,65870,5,Fashionistas,28-05-2023
8708,Data Tech Solutions,Email,All Ages,30 days,Instagram,4.59361872,1897,-50.98,New York,French,186,4173,6,Foodies,29-05-2023
8709,TechCorp,Search,Women 25-34,15 days,Facebook,3.12361872,8343,-29.94,Atlanta,Spanish,1169,38850,5,Outdoor Adventurers,29-05-2023
8710,Data Tech Solutions,Search,Men 18-24,15 days,Facebook,2.39361872,1297,276.64,Chicago,French,977,42874,6,Fashionistas,29-05-2023
8711,Alpha Innovations,Social Media,Men 25-34,30 days,Email,4.27361872,4868,182.87,Houston,German,2754,66207,5,Health & Wellness,29-05-2023
8712,Data Tech Solutions,Display,Women 35-44,30 days,Email,4.640389994,7135,-21.44,Miami,English,1121,30309,5,Tech Enthusiasts,29-05-2023
8713,TechCorp,Display,Men 25-34,15 days,Facebook,4.139979079,3552,507.55,Dallas,English,4316,88807,5,Health & Wellness,29-05-2023
8714,Innovate Industries,Email,All Ages,30 days,Email,2.69361872,5465,127.26,New York,German,2484,96310,6,Outdoor Adventurers,29-05-2023
8715,TechCorp,Display,Women 35-44,30 days,Facebook,3.40361872,1756,432.18,"Washington, D.C.",French,1869,56822,6,Health & Wellness,29-05-2023
8716,Alpha Innovations,Influencer,Women 25-34,30 days,Google Ads,5.641532585,7183,237.6,New York,English,4850,90153,6,Outdoor Adventurers,29-05-2023
8717,TechCorp,Influencer,Men 25-34,15 days,Email,4.04361872,4713,166.5,Houston,German,2512,63944,6,Fashionistas,29-05-2023
8718,NexGen Systems,Influencer,Women 35-44,15 days,Website,5.614593861,9324,123.78,Atlanta,English,4173,83641,6,Fashionistas,29-05-2023
8719,Innovate Industries,Search,Women 35-44,30 days,Google Ads,4.826588115,8599,-77.03,Chicago,English,395,8678,5,Tech Enthusiasts,29-05-2023
8720,TechCorp,Influencer,Women 35-44,45 days,Facebook,5.146670583,7859,-12.97,San Francisco,English,1368,31833,6,Foodies,29-05-2023
8721,Data Tech Solutions,Display,Men 18-24,30 days,YouTube,4.025164817,1612,643.18,Atlanta,English,2396,62405,6,Foodies,29-05-2023
8722,Innovate Industries,Search,Women 35-44,30 days,Email,4.68183001,1195,664.44,Dallas,English,1827,56051,5,Foodies,29-05-2023
8723,Data Tech Solutions,Social Media,Men 25-34,15 days,Google Ads,3.55361872,7780,-69.99,Seattle,Spanish,467,13595,6,Tech Enthusiasts,29-05-2023
8724,Alpha Innovations,Email,All Ages,45 days,Google Ads,4.89361872,2222,666.88,"Washington, D.C.",French,3408,71308,6,Foodies,29-05-2023
8725,Data Tech Solutions,Social Media,Men 25-34,30 days,Email,4.88361872,9862,-88.54,Dallas,Spanish,226,4740,5,Outdoor Adventurers,29-05-2023
8726,Innovate Industries,Search,All Ages,30 days,Google Ads,5.42361872,9383,135.59,Atlanta,Spanish,4421,83265,5,Foodies,29-05-2023
8727,Data Tech Solutions,Influencer,Women 25-34,30 days,Email,3.67361872,4258,-20.62,Seattle,Spanish,676,19005,5,Health & Wellness,29-05-2023
8728,TechCorp,Social Media,Women 35-44,60 days,Facebook,5.621396459,7487,186.7,"Washington, D.C.",English,4293,73148,5,Health & Wellness,29-05-2023
8729,NexGen Systems,Email,Women 35-44,30 days,Instagram,5.33361872,1286,1103.73,Houston,French,3096,59329,6,Tech Enthusiasts,29-05-2023
8730,TechCorp,Social Media,All Ages,15 days,YouTube,4.731426836,6159,-33.67,Miami,English,817,17502,5,Foodies,29-05-2023
8731,Data Tech Solutions,Display,Men 25-34,45 days,Website,4.47361872,4248,297.95,"Washington, D.C.",Spanish,3381,77557,6,Fashionistas,29-05-2023
8732,NexGen Systems,Search,Women 25-34,45 days,Email,4.18361872,2491,234.4,Atlanta,French,1666,40943,5,Outdoor Adventurers,29-05-2023
8733,NexGen Systems,Social Media,Women 25-34,15 days,Website,6.64361872,8787,166.36,Atlanta,French,4681,71687,6,Outdoor Adventurers,29-05-2023
8734,Innovate Industries,Social Media,Men 25-34,60 days,Email,7.08361872,9730,-93.58,"Washington, D.C.",Spanish,125,1799,5,Outdoor Adventurers,29-05-2023
8735,Innovate Industries,Search,All Ages,45 days,YouTube,6.64361872,6333,32.95,Miami,French,1684,25796,6,Foodies,29-05-2023
8736,TechCorp,Display,Men 18-24,15 days,Instagram,4.617939241,6380,231.19,Miami,English,4226,76012,5,Outdoor Adventurers,29-05-2023
8737,Data Tech Solutions,Influencer,All Ages,60 days,Google Ads,4.66361872,1006,820.97,San Francisco,German,1853,40740,6,Outdoor Adventurers,29-05-2023
